Set Code,Number,Finish,Count,Location,Order/Add Date,Price Per Card,Order Note,Name
CNS,191,N,1,Vaevictis's Slot Machines,45149,4.78,TCG,Pernicious Deed
THS,220,N,1,Vaevictis's Slot Machines,45137,0.25,TCG,Pyxis of Pandemonium
M21,224,N,1,Vaevictis's Slot Machines,44889,0.96,TCG,"Radha, Heart of Keld"
PW23,10,F,1,Vaevictis's Slot Machines,45800,0.55,TCG,Ravenous Chupacabra
TSR,366,N,1,Vaevictis's Slot Machines,45800,0.49,TCG,Reclamation Sage
CMR,248,N,1,Vaevictis's Slot Machines,44561,0.25,CK,Reclamation Sage
SNC,216,N,1,Vaevictis's Slot Machines,44922,0.22,TCG,Riveteers Ascendancy
MID,266,N,1,Vaevictis's Slot Machines,44722,0.98,TCG,Rockfall Vale
M13,228,N,1,Vaevictis's Slot Machines,45429,2.47,TCG,Rootbound Crag
C21,57,N,1,Vaevictis's Slot Machines,45718,0.75,TCG,Ruin Grinder
C16,164,N,1,Vaevictis's Slot Machines,44544,1.99,CS,Sakura-Tribe Elder
C13,317,N,1,Vaevictis's Slot Machines,45800,0.69,TCG,Savage Lands
SCD,106,N,1,Vaevictis's Slot Machines,44963,1.49,CK,Sepulchral Primordial
TSR,331,N,1,Vaevictis's Slot Machines,45800,0.49,TCG,Shriekmaw
AFC,262,N,1,Vaevictis's Slot Machines,44533,0.99,CS,Smoldering Marsh
DMR,331,N,1,Vaevictis's Slot Machines,44963,7.99,TCG,Sneak Attack
BRC,161,N,1,Vaevictis's Slot Machines,45800,0.61,TCG,Solemn Simulacrum
CLB,361,N,1,Vaevictis's Slot Machines,44722,5.59,TCG,Spire Garden
MH1,181,N,1,Vaevictis's Slot Machines,44544,0.25,CK,Springbloom Druid
NCC,276,N,1,Vaevictis's Slot Machines,45078,0.49,CK,Stalking Vengeance
10E,359,N,1,Vaevictis's Slot Machines,45424,4.49,TCG,Sulfurous Springs
C18,225,N,1,Vaevictis's Slot Machines,44963,0.79,CK,Swiftfoot Boots
THS,224,N,1,Vaevictis's Slot Machines,44864,0.32,TCG,Temple of Abandon
JOU,165,N,1,Vaevictis's Slot Machines,44864,0.5,TCG,Temple of Malady
BNG,164,N,1,Vaevictis's Slot Machines,44889,0.88,TCG,Temple of Malice
PLS,76,N,1,Vaevictis's Slot Machines,45800,0.19,TCG,Thunderscape Familiar
MH2,180,N,1,Vaevictis's Slot Machines,44544,1.79,CK,Tireless Provisioner
SOI,233,N,1,Vaevictis's Slot Machines,44619,5.99,CK,Tireless Tracker
EVE,180,N,1,Vaevictis's Slot Machines,45529,2.8,TCG,Twilight Mire
CMR,359,F,1,Vaevictis's Slot Machines,44646,,CMR 1,Undergrowth Stadium
M19,225,N,1,Vaevictis's Slot Machines,44963,1.49,CK,"Vaevictis Asmadi, the Dire"
ICE,277,N,1,Vaevictis's Slot Machines,44889,0.74,TCG,Wild Growth
P30A,5,F,1,Vaevictis's Slot Machines,45397,0.95,TCG,Wood Elves
NCC,322,N,1,Vaevictis's Slot Machines,44922,0.2,TCG,Woodfall Primus
DSC,326,N,1,Vaevictis's Slot Machines,45559,0.91,TCG,Woodland Cemetery
TSP,235,N,1,Vaevictis's Slot Machines,44864,0.23,TCG,Yavimaya Dryad
AFR,285,N,1,Vaevictis's Slot Machines,44493,7.99,CK,"Zariel, Archduke of Avernus"
KLD,192,N,1,"Vilis, Blood ATM",44814,13.99,TCG,Aetherflux Reservoir
C21,233,N,1,"Vilis, Blood ATM",44701,6.48,TCG,Alhammarret's Archive
FRF,62,N,1,"Vilis, Blood ATM",44533,4.99,CS,Archfiend of Depravity
2X2,70,N,1,"Vilis, Blood ATM",44828,1.39,TCG,Blood Artist
LGN,61,N,1,"Vilis, Blood ATM",44701,0.49,CS,Blood Celebrant
CMM,139,N,1,"Vilis, Blood ATM",45149,3.06,TCG,Bloodchief Ascension
ISD,89,N,1,"Vilis, Blood ATM",44493,1.49,CK,Bloodgift Demon
MIC,167,N,1,"Vilis, Blood ATM",44493,0.49,CK,Bojuka Bog
WAR,79,N,1,"Vilis, Blood ATM",44698,4.95,TCG,Bolas's Citadel
AKH,225,N,1,"Vilis, Blood ATM",44533,4.99,CS,Bontu's Monument
UDS,54,N,1,"Vilis, Blood ATM",44790,2.37,TCG,Bubbling Muck
MH2,301,N,1,"Vilis, Blood ATM",44716,16.78,TCG,Cabal Coffers
CLB,884,N,1,"Vilis, Blood ATM",44787,,Precon 1 Nalia,Castle Locthwain
CLB,121,N,1,"Vilis, Blood ATM",44884,0.1,TCG,Cloudkill
MH3,84,N,1,"Vilis, Blood ATM",45457,0.43,TCG,Consuming Corruption
J22,21,N,1,"Vilis, Blood ATM",44942,3.24,TCG,Creeping Bloodsucker
C14,139,N,1,"Vilis, Blood ATM",44698,8.9,TCG,Crypt Ghast
TMP,118,N,1,"Vilis, Blood ATM",45380,0.97,TCG,Dark Ritual
BLB,90,N,1,"Vilis, Blood ATM",45653,0.49,TCG,Darkstar Augur
MH1,86,N,1,"Vilis, Blood ATM",44703,0.33,TCG,Defile
DMU,90,N,1,"Vilis, Blood ATM",45078,0.49,CK,Defiler of Flesh
MH3,301,N,1,"Vilis, Blood ATM",45559,0.9,TCG,Deserted Temple
M13,88,N,1,"Vilis, Blood ATM",45101,0.27,TCG,Disciple of Bolas
M20,96,N,1,"Vilis, Blood ATM",44701,1.99,CS,Dread Presence
ALL,47,N,1,"Vilis, Blood ATM",44856,2.09,TCG,Dystopia
THS,85,N,1,"Vilis, Blood ATM",44698,7.89,TCG,"Erebos, God of the Dead"
THB,94,N,1,"Vilis, Blood ATM",44701,0.49,CS,Erebos's Intervention
IMA,89,N,1,"Vilis, Blood ATM",44701,0.25,CS,Eternal Thirst
2XM,255,N,1,"Vilis, Blood ATM",44701,1.49,CS,Expedition Map
CMM,638,N,1,"Vilis, Blood ATM",45149,1.18,TCG,Exsanguinate
ZNR,102,N,1,"Vilis, Blood ATM",44493,0.69,CK,Feed the Swarm
MH3,244,N,1,"Vilis, Blood ATM",45536,,Packs 2,Fell the Profane // Fell Mire
RNA,74,N,1,"Vilis, Blood ATM",44701,0.49,CS,Font of Agonies
MH1,92,N,1,"Vilis, Blood ATM",44701,1.24,TCG,Force of Despair
THS,89,N,1,"Vilis, Blood ATM",44889,0.67,TCG,Gray Merchant of Asphodel
CMM,167,N,1,"Vilis, Blood ATM",45157,6.88,TCG,Imp's Mischief
MID,107,N,1,"Vilis, Blood ATM",44493,1.99,CK,Infernal Grasp
MH3,346,N,1,"Vilis, Blood ATM",45474,8.03,TCG,Jet Medallion
C19,18,N,1,"Vilis, Blood ATM",44698,5.99,TCG,"K'rrik, Son of Yawgmoth"
C14,148,N,1,"Vilis, Blood ATM",44701,5.99,CS,Magus of the Coffers
ZNR,111,N,1,"Vilis, Blood ATM",44701,2.49,CS,Malakir Rebirth // Malakir Mire
MID,111,N,1,"Vilis, Blood ATM",44493,0.79,CK,Mask of Griselbrand
5DN,55,N,1,"Vilis, Blood ATM",44849,2.68,TCG,Night's Whisper
VOC,134,N,1,"Vilis, Blood ATM",44698,4.8,TCG,Nirkana Revenant
BRC,110,N,1,"Vilis, Blood ATM",44963,1.29,CK,Noxious Gearhulk
CLB,139,N,1,"Vilis, Blood ATM",45047,0.99,CS,Pact Weapon
M21,117,N,1,"Vilis, Blood ATM",44942,1.68,TCG,Peer into the Abyss
CC2,4,N,1,"Vilis, Blood ATM",45068,3.79,TCG,Phyrexian Arena
5DN,57,N,1,"Vilis, Blood ATM",45101,2.14,TCG,Plunge into Darkness
DDC,54,N,1,"Vilis, Blood ATM",45429,0.59,TCG,Promise of Power
C20,248,N,1,"Vilis, Blood ATM",44701,0.75,CS,Psychosis Crawler
THS,101,N,1,"Vilis, Blood ATM",44493,0.63,CK,Read the Bones
M13,227,N,1,"Vilis, Blood ATM",44701,2.99,CS,Reliquary Tower
ROE,125,N,1,"Vilis, Blood ATM",44701,1.09,TCG,Repay in Kind
C21,152,N,1,"Vilis, Blood ATM",44701,0.75,CS,Sangromancer
M15,114,N,1,"Vilis, Blood ATM",44701,0.25,CS,Sign in Blood
MH2,276,N,1,"Vilis, Blood ATM",44701,0.25,CS,Skirge Familiar
CC2,7,N,1,"Vilis, Blood ATM",45078,4.49,CK,Sol Ring
LCI,123,N,1,"Vilis, Blood ATM",45653,0.19,TCG,Starving Revenant
C21,44,N,1,"Vilis, Blood ATM",44703,4.27,TCG,Stinging Study
TSR,144,N,1,"Vilis, Blood ATM",44619,1.29,CK,Sudden Spoiling
2XM,327,N,1,"Vilis, Blood ATM",44701,1.25,CS,Thespian's Stage
CMR,346,N,1,"Vilis, Blood ATM",44646,,CMR 1,Thought Vessel
GTC,81,N,1,"Vilis, Blood ATM",45380,0.99,TCG,Thrull Parasite
CC2,6,N,1,"Vilis, Blood ATM",44717,14.99,TCG,Toxic Deluge
THB,119,N,1,"Vilis, Blood ATM",45047,0.25,CS,"Tymaret, Chosen from Death"
C21,273,N,1,"Vilis, Blood ATM",44701,2.99,CS,Venser's Journal
M20,122,N,1,"Vilis, Blood ATM",44533,5.99,CS,"Vilis, Broker of Blood"
M21,127,F,1,"Vilis, Blood ATM",44701,2.99,TCG,"Vito, Thorn of the Dusk Rose"
CLB,929,N,1,"Vilis, Blood ATM",45047,4.19,TCG,War Room
CLB,344,N,1,"Vilis, Blood ATM",44701,0.99,CS,Wayfarer's Bauble
THS,110,N,1,"Vilis, Blood ATM",44533,8.99,CS,Whip of Erebos
ELD,249,N,1,"Vilis, Blood ATM",44701,0.25,CS,Witch's Cottage
ZNR,132,N,1,"Vilis, Blood ATM",44922,0.1975,CS,Zof Consumption // Zof Bloodbog
ODY,70,N,1,"Vohar, Terrible Lifeguard",44963,1.59,CK,Careful Study
ECC,7,N,1,"Vohar, Terrible Lifeguard",46040,0.55,TCG,Aberrant Return
SNC,34,N,1,"Vohar, Terrible Lifeguard",45088,0.24,TCG,All-Seeing Arbiter
SNC,51,N,1,"Vohar, Terrible Lifeguard",44770,1.99,CS,An Offer You Can't Refuse
EMA,78,N,1,"Vohar, Terrible Lifeguard",45157,4.68,TCG,Animate Dead
VOC,102,N,1,"Vohar, Terrible Lifeguard",44780,1.97,TCG,Arcane Denial
MH2,75,N,1,"Vohar, Terrible Lifeguard",44680,15.99,CS,Archon of Cruelty
CLB,664,N,1,"Vohar, Terrible Lifeguard",45137,2.92,TCG,Astral Dragon
2X2,40,N,1,"Vohar, Terrible Lifeguard",45137,0.25,TCG,Body Double
MH3,243,N,1,"Vohar, Terrible Lifeguard",46040,1.15,TCG,Boggart Trawler // Boggart Bog
ONC,145,N,1,"Vohar, Terrible Lifeguard",44963,0.43,CK,Bojuka Bog
MOM,94,N,1,"Vohar, Terrible Lifeguard",45293,5.3,TCG,Breach the Multiverse
KHM,81,N,1,"Vohar, Terrible Lifeguard",44533,2.99,CS,Burning-Rune Demon
MH3,300,N,1,"Vohar, Terrible Lifeguard",45457,1.3,TCG,Cephalid Coliseum
BLC,110,N,1,"Vohar, Terrible Lifeguard",45559,0.1,TCG,Chart a Course
DMR,42,N,1,"Vohar, Terrible Lifeguard",45510,0.25,TCG,Circular Logic
BLB,86,N,1,"Vohar, Terrible Lifeguard",45653,0.21,TCG,Coiling Rebirth
NEC,167,N,1,"Vohar, Terrible Lifeguard",44619,0.39,CK,Command Tower
GRN,222,N,1,"Vohar, Terrible Lifeguard",45137,0.32,TCG,Connive // Concoct
MH2,267,N,1,"Vohar, Terrible Lifeguard",44780,1.68,TCG,Counterspell
FDN,34,N,1,"Vohar, Terrible Lifeguard",45628,0.14,TCG,Curator of Destinies
C19,110,N,1,"Vohar, Terrible Lifeguard",45415,0.15,TCG,Dark Withering
AFC,232,N,1,"Vohar, Terrible Lifeguard",44942,0.18,TCG,Darkwater Catacombs
C21,140,N,1,"Vohar, Terrible Lifeguard",45149,0.69,TCG,Deadly Tempest
KLD,73,N,1,"Vohar, Terrible Lifeguard",45149,1.21,TCG,Demon of Dark Schemes
USG,130,N,1,"Vohar, Terrible Lifeguard",45137,0.25,TCG,Diabolic Servitude
MH2,193,N,1,"Vohar, Terrible Lifeguard",45185,0.01,TCG,Dihada's Ploy
C21,120,N,1,"Vohar, Terrible Lifeguard",44942,0.5,TCG,Diluvian Primordial
2X2,322,N,1,"Vohar, Terrible Lifeguard",44963,0.35,CK,Dimir Aqueduct
GRN,69,N,1,"Vohar, Terrible Lifeguard",44780,5.8,TCG,Doom Whisperer
PLST,DDQ-55,N,1,"Vohar, Terrible Lifeguard",45078,0.35,CK,Dread Return
XLN,253,N,1,"Vohar, Terrible Lifeguard",45068,4.99,TCG,Drowned Catacomb
SNC,77,N,1,"Vohar, Terrible Lifeguard",44922,0.06,TCG,Dusk Mangler
C20,133,N,1,"Vohar, Terrible Lifeguard",45137,0.17,TCG,Ever After
USG,134,N,1,"Vohar, Terrible Lifeguard",45149,1.99,TCG,Exhume
ZNC,90,N,1,"Vohar, Terrible Lifeguard",45137,0.1,TCG,Extract from Darkness
SCD,77,N,1,"Vohar, Terrible Lifeguard",44922,0.37,TCG,Feed the Swarm
AKH,243,N,1,"Vohar, Terrible Lifeguard",45078,3.99,CK,Fetid Pools
DMR,51,N,1,"Vohar, Terrible Lifeguard",44942,0.6,TCG,Frantic Search
C19,246,N,1,"Vohar, Terrible Lifeguard",44963,0.88,TCG,Geier Reach Sanitarium
ZNR,60,N,1,"Vohar, Terrible Lifeguard",45089,2.51,TCG,Glasspool Mimic // Glasspool Shore
CMR,351,N,1,"Vohar, Terrible Lifeguard",44646,,CMR 1,Guildless Commons
IKO,221,N,1,"Vohar, Terrible Lifeguard",45173,0.49,CK,"Gyruda, Doom of Depths"
MH3,240,N,1,"Vohar, Terrible Lifeguard",45653,1.99,TCG,Hydroelectric Specimen // Hydroelectric Laboratory
C21,41,N,1,"Vohar, Terrible Lifeguard",44963,2.99,CK,Incarnation Technique
V14,8,F,1,"Vohar, Terrible Lifeguard",44963,5.59,CK,Living Death
40K,24,N,1,"Vohar, Terrible Lifeguard",45137,0.39,TCG,Lord of Change
GTC,71,N,1,"Vohar, Terrible Lifeguard",45380,5.89,TCG,Lord of the Void
LRW,124,N,1,"Vohar, Terrible Lifeguard",45137,0.34,TCG,Makeshift Mannequin
ZNR,111,N,1,"Vohar, Terrible Lifeguard",45319,4.52,TCG,Malakir Rebirth // Malakir Mire
ELD,247,N,1,"Vohar, Terrible Lifeguard",44770,0.79,CS,Mystic Sanctuary
RIX,45,N,1,"Vohar, Terrible Lifeguard",45149,3.21,TCG,"Nezahal, Primal Tide"
BRO,110,N,1,"Vohar, Terrible Lifeguard",45173,0.35,CK,Overwhelming Remorse
MH2,96,N,1,"Vohar, Terrible Lifeguard",44533,2.49,CS,Persist
CLB,908,N,1,"Vohar, Terrible Lifeguard",45078,0.35,CK,Port of Karfell
CC2,5,N,1,"Vohar, Terrible Lifeguard",44780,8,TCG,Reanimate
STX,51,N,1,"Vohar, Terrible Lifeguard",44942,0.7,TCG,Resculpt
LCI,282,N,1,"Vohar, Terrible Lifeguard",45248,0.54,TCG,Restless Reef
IMA,246,N,1,"Vohar, Terrible Lifeguard",45192,0.49,CK,River of Tears
JMP,14,N,1,"Vohar, Terrible Lifeguard",45137,0.19,TCG,Scholar of the Lost Trove
JOU,51,N,1,"Vohar, Terrible Lifeguard",45380,0.28,TCG,Scourge of Fleets
SCD,106,N,1,"Vohar, Terrible Lifeguard",44963,1.49,CK,Sepulchral Primordial
VOC,22,N,1,"Vohar, Terrible Lifeguard",44703,0.8,TCG,Shadowgrange Archfiend
40K,56,N,1,"Vohar, Terrible Lifeguard",45137,0.19,TCG,Shard of the Void Dragon
JMP,278,N,1,"Vohar, Terrible Lifeguard",45157,6.68,TCG,"Sheoldred, Whispering One"
MID,267,N,1,"Vohar, Terrible Lifeguard",45068,3.49,TCG,Shipwreck Marsh
FEM,43,N,1,"Vohar, Terrible Lifeguard",45137,0.34,TCG,Soul Exchange
CMR,99,N,1,"Vohar, Terrible Lifeguard",45137,2.18,TCG,Sphinx of the Second Sun
C18,104,N,1,"Vohar, Terrible Lifeguard",45137,0.08,TCG,Sphinx of Uthuun
MH3,230,N,1,"Vohar, Terrible Lifeguard",45457,1.4,TCG,Spymaster's Vault
C18,119,N,1,"Vohar, Terrible Lifeguard",45173,2.39,CK,Stitch Together
CLB,151,N,1,"Vohar, Terrible Lifeguard",45149,0.5,TCG,Summon Undead
AFC,265,N,1,"Vohar, Terrible Lifeguard",44922,0.26,TCG,Sunken Hollow
SNC,227,N,1,"Vohar, Terrible Lifeguard",45137,0.1,TCG,Tainted Indulgence
CLB,920,N,1,"Vohar, Terrible Lifeguard",44942,0.9,TCG,Tainted Isle
VOW,85,N,1,"Vohar, Terrible Lifeguard",44922,0.24,TCG,Thirst for Discovery
ECL,79,N,1,"Vohar, Terrible Lifeguard",46096,,Draft Lorwyn,Thirst for Identity
C13,62,N,1,"Vohar, Terrible Lifeguard",45149,0.69,TCG,Tidal Force
40K,168,N,1,"Vohar, Terrible Lifeguard",45068,2.19,TCG,Tomb Fortress
DDJ,76,N,1,"Vohar, Terrible Lifeguard",45149,0.89,TCG,Twilight's Call
M3C,400,N,1,"Vohar, Terrible Lifeguard",45727,3.55,TCG,Underground River
NCC,261,N,1,"Vohar, Terrible Lifeguard",44963,0.39,TCG,Victimize
DSK,122,N,1,"Vohar, Terrible Lifeguard",45653,0.1,TCG,Vile Mutilator
DMU,325,N,1,"Vohar, Terrible Lifeguard",45149,0.01,TCG,"Vohar, Vodalian Desecrator"
LCI,244,N,1,"Vohar, Terrible Lifeguard",45248,0.15,TCG,Wail of the Forgotten
TDC,31,N,1,"Vohar, Terrible Lifeguard",46040,1.77,TCG,Will of the Abzan
TDM,67,N,1,"Vohar, Terrible Lifeguard",46195,0.82,Mana Pool,Winternight Stories
MOC,271,N,1,"Vohar, Terrible Lifeguard",45149,0.5,TCG,Yawgmoth's Vile Offering
AFR,84,N,1,"Vohar, Terrible Lifeguard",44922,0.08,TCG,You Find the Villains' Lair
ODY,171,N,1,"Vohar, Terrible Lifeguard",45137,0.22,TCG,Zombify
ULG,121,N,1,"Wulfgar, the Pain-Harmonicon",45078,1.19,CK,Angel's Trumpet
CLB,162,N,1,"Wulfgar, the Pain-Harmonicon",44737,3.49,CS,Balor
C19,157,N,1,"Wulfgar, the Pain-Harmonicon",44561,1.79,CK,Beast Within
ZEN,159,N,1,"Wulfgar, the Pain-Harmonicon",44767,3.72,TCG,Beastmaster Ascension
C21,59,N,1,"Wulfgar, the Pain-Harmonicon",44758,0.99,CS,Blossoming Bogbeast
MH3,249,N,1,"Wulfgar, the Pain-Harmonicon",45457,0.54,TCG,Bridgeworks Battle // Tanglespan Bridgeworks
C15,34,N,1,"Wulfgar, the Pain-Harmonicon",45137,0.47,TCG,Caller of the Pack
VOW,191,N,1,"Wulfgar, the Pain-Harmonicon",44765,2.44,TCG,Cemetery Prowler
AFC,117,N,1,"Wulfgar, the Pain-Harmonicon",44770,1.49,CS,Chaos Warp
NEC,166,N,1,"Wulfgar, the Pain-Harmonicon",44765,0.57,TCG,Cinder Glade
MH3,147,N,1,"Wulfgar, the Pain-Harmonicon",45457,0.43,TCG,Collective Resistance
C21,284,N,1,"Wulfgar, the Pain-Harmonicon",44751,0.25,TCG,Command Tower
MKM,118,N,1,"Wulfgar, the Pain-Harmonicon",45470,0.23,TCG,Connecting the Dots
C19,159,N,1,"Wulfgar, the Pain-Harmonicon",44544,0.75,CS,Cultivate
AFR,138,N,1,"Wulfgar, the Pain-Harmonicon",44751,1.69,CS,"Delina, Wild Mage"
AFR,254,N,1,"Wulfgar, the Pain-Harmonicon",44906,4.15,TCG,Den of the Bugbear
PLST,LRW-256,N,1,"Wulfgar, the Pain-Harmonicon",44780,17.18,TCG,Dolmen Gate
BLB,132,N,1,"Wulfgar, the Pain-Harmonicon",46096,5,TCG,"Dragonhawk, Fate's Tempest"
CLB,790,N,1,"Wulfgar, the Pain-Harmonicon",44765,1.34,TCG,"Drakuseth, Maw of Flames"
CLB,657,F,1,"Wulfgar, the Pain-Harmonicon",45787,0.25,TCG,Durnan of the Yawning Portal
M21,179,N,1,"Wulfgar, the Pain-Harmonicon",44780,13.36,TCG,Elder Gargaroth
ORI,174,N,1,"Wulfgar, the Pain-Harmonicon",44942,4.2,TCG,Elemental Bond
MOC,37,N,1,"Wulfgar, the Pain-Harmonicon",45078,0.69,CK,Emergent Woodwurm
CLB,793,N,1,"Wulfgar, the Pain-Harmonicon",44751,0.22,TCG,"Etali, Primal Storm"
CMM,287,N,1,"Wulfgar, the Pain-Harmonicon",45764,1.19,TCG,Ezuri's Predation
NCC,59,N,1,"Wulfgar, the Pain-Harmonicon",44751,0.9,TCG,Family's Favor
C19,165,N,1,"Wulfgar, the Pain-Harmonicon",44765,1.87,TCG,Farseek
ARC,86,N,1,"Wulfgar, the Pain-Harmonicon",44864,0.98,TCG,Fires of Yavimaya
NCC,405,N,1,"Wulfgar, the Pain-Harmonicon",44765,0.3,TCG,Game Trail
AFC,159,N,1,"Wulfgar, the Pain-Harmonicon",44758,1.49,CS,Garruk's Uprising
CLB,178,N,1,"Wulfgar, the Pain-Harmonicon",45078,0.35,CK,Gnoll War Band
MH2,200,N,1,"Wulfgar, the Pain-Harmonicon",44750,0.25,CS,Goblin Anarchomancer
TDC,34,N,1,"Wulfgar, the Pain-Harmonicon",46040,2.63,TCG,Goldlust Triad
DOM,195,N,1,"Wulfgar, the Pain-Harmonicon",44751,0.78,TCG,Grand Warlord Radha
EMN,204,N,1,"Wulfgar, the Pain-Harmonicon",44906,3.99,CS,"Hanweir Battlements // Hanweir, the Writhing Township"
C17,138,N,1,"Wulfgar, the Pain-Harmonicon",45764,1.15,TCG,Hellkite Charger
AER,109,N,1,"Wulfgar, the Pain-Harmonicon",44770,12.99,CS,Heroic Intervention
LTR,241,N,1,"Wulfgar, the Pain-Harmonicon",45088,3.55,TCG,Horn of the Mark
NCC,269,N,1,"Wulfgar, the Pain-Harmonicon",44751,0.48,TCG,Inferno Titan
NCC,73,N,1,"Wulfgar, the Pain-Harmonicon",45101,1.25,TCG,"Jolene, the Plunder Queen"
CLB,186,N,1,"Wulfgar, the Pain-Harmonicon",44758,2.99,CS,"Karlach, Fury of Avernus"
DMU,250,N,1,"Wulfgar, the Pain-Harmonicon",44906,1.49,CS,Karplusan Forest
ZNR,146,N,1,"Wulfgar, the Pain-Harmonicon",45485,0.5,TCG,Kazuul's Fury // Kazuul's Cliffs
CLB,898,N,1,"Wulfgar, the Pain-Harmonicon",44780,0.44,TCG,Kessig Wolf Run
UMA,171,N,1,"Wulfgar, the Pain-Harmonicon",44544,2.49,CK,Kodama's Reach
IKO,162,N,1,"Wulfgar, the Pain-Harmonicon",44767,0.92,TCG,"Kogla, the Titan Ape"
WAR,137,N,1,"Wulfgar, the Pain-Harmonicon",44751,0.99,CS,"Krenko, Tin Street Kingpin"
PLST,C19-217,N,1,"Wulfgar, the Pain-Harmonicon",45068,7.99,TCG,Lightning Greaves
DFT,168,N,1,"Wulfgar, the Pain-Harmonicon",46096,1.24,Mana Pool,Lumbering Worldwagon
NCC,415,N,1,"Wulfgar, the Pain-Harmonicon",44765,0.35,TCG,Mosswort Bridge
PLST,DDD-17,N,1,"Wulfgar, the Pain-Harmonicon",44758,5.99,CS,Nature's Lore
ORI,190,N,1,"Wulfgar, the Pain-Harmonicon",44942,0.3,TCG,Nissa's Pilgrimage
C15,38,N,1,"Wulfgar, the Pain-Harmonicon",44765,11.98,TCG,Pathbreaker Ibex
J22,42,N,1,"Wulfgar, the Pain-Harmonicon",44903,2.55,TCG,Primeval Herald
TSR,259,N,1,"Wulfgar, the Pain-Harmonicon",44751,0.26,TCG,"Radha, Heir to Keld"
10E,225,N,1,"Wulfgar, the Pain-Harmonicon",44767,2.64,TCG,Relentless Assault
LCI,283,N,1,"Wulfgar, the Pain-Harmonicon",45248,0.45,TCG,Restless Ridgeline
AFC,168,N,1,"Wulfgar, the Pain-Harmonicon",44765,1.14,TCG,Return of the Wildspeaker
RNA,201,N,1,"Wulfgar, the Pain-Harmonicon",44751,3.99,CS,Rhythm of the Wild
AFC,170,N,1,"Wulfgar, the Pain-Harmonicon",44942,1.25,TCG,Rishkar's Expertise
MID,266,N,1,"Wulfgar, the Pain-Harmonicon",44735,1.34,TCG,Rockfall Vale
XLN,256,N,1,"Wulfgar, the Pain-Harmonicon",44735,4,TCG,Rootbound Crag
AFC,191,N,1,"Wulfgar, the Pain-Harmonicon",44758,0.59,CS,Savage Ventmaw
LCC,93,N,1,"Wulfgar, the Pain-Harmonicon",45800,0.95,TCG,Scion of Calamity
CMM,253,N,1,"Wulfgar, the Pain-Harmonicon",45137,1.86,TCG,Scourge of the Throne
ODY,220,N,1,"Wulfgar, the Pain-Harmonicon",44814,6.91,TCG,Seize the Day
CN2,71,N,1,"Wulfgar, the Pain-Harmonicon",44750,9.99,CS,Selvala's Stampede
AKH,248,N,1,"Wulfgar, the Pain-Harmonicon",44765,3.28,TCG,Sheltered Thicket
GPT,163,N,1,"Wulfgar, the Pain-Harmonicon",44767,0.94,TCG,"Skarrg, the Rage Pits"
CLB,361,N,1,"Wulfgar, the Pain-Harmonicon",44735,6.03,TCG,Spire Garden
DSC,29,N,1,"Wulfgar, the Pain-Harmonicon",46040,0.53,TCG,Star Athlete
RNA,259,N,1,"Wulfgar, the Pain-Harmonicon",44891,8.99,TCG,Stomping Ground
MH3,259,N,1,"Wulfgar, the Pain-Harmonicon",45457,0.27,TCG,Stump Stomp // Burnwillow Clearing
MH3,248,N,1,"Wulfgar, the Pain-Harmonicon",45787,0.9,TCG,Sundering Eruption // Volcanic Fissure
CLB,339,N,1,"Wulfgar, the Pain-Harmonicon",44751,1.16,TCG,Swiftfoot Boots
AFC,218,N,1,"Wulfgar, the Pain-Harmonicon",44780,6.23,TCG,Sword of the Animist
THB,158,N,1,"Wulfgar, the Pain-Harmonicon",44533,0.49,CS,Tectonic Giant
CMR,261,N,1,"Wulfgar, the Pain-Harmonicon",44758,3.49,CS,Three Visits
MOM,211,N,1,"Wulfgar, the Pain-Harmonicon",45047,6.49,TCG,Tribute to the World Tree
CLB,203,N,1,"Wulfgar, the Pain-Harmonicon",44758,0.25,CS,Two-Handed Axe // Sweeping Cleave
CLB,929,N,1,"Wulfgar, the Pain-Harmonicon",45047,4.19,TCG,War Room
AFR,211,N,1,"Wulfgar, the Pain-Harmonicon",44765,3.19,TCG,Werewolf Pack Leader
AFC,329,N,1,"Wulfgar, the Pain-Harmonicon",44751,2.99,CS,Wulfgar of Icewind Dale
2X2,166,N,,,,,,Abzan Charm
STX,262,N,,,,,,Access Tunnel
C14,63,N,,,,,,Adarkar Valkyrie
ECL,3,N,,,,,,Adept Watershaper
XLN,217,N,,,,,,Admiral Beckett Brass
E01,1,N,,,,,,Aegis Angel
CMR,365,F,,,,,,"Aesi, Tyrant of Gyre Strait"
TDC,25,N,,,,,,Afterlife from the Loam
SCD,6,N,,,,,,"Ajani, Caller of the Pride"
WAR,184,N,,,,,,"Ajani, the Greathearted"
C13,3,N,,,,,,Ajani's Pridemate
CMM,335,N,,,,,,"Akiri, Fearless Voyager"
A25,119,N,,,,,,"Akroma, Angel of Fury"
A25,2,N,,,,,,"Akroma, Angel of Wrath"
CMR,3,N,,,,,,Akroma's Will
DD2,21,N,,,,,,Ancestral Vision
CLB,367,N,,,,,,Ancient Brass Dragon
CLB,366,N,,,,,,Ancient Silver Dragon
ZNR,2,N,,,,,,Angel of Destiny
RNA,1,N,,,,,,Angel of Grace
C15,58,N,,,,,,Angel of Serenity
C14,1,N,,,,,,Angel of the Dire Hour
M20,4,N,,,,,,Angel of Vitality
CMA,4,N,,,,,,Angelic Arbiter
